algorithm,scenario_id,interference_seed,interference_activity_ids,interference_rate,makespan,budget_used,budget_limit,deadline_limit,budget_violation,deadline_violation,feasible,interference_time,interference_pairs,algorithm_milliseconds,machine_distribution,machine_utilization,recommendations_json,interference_percent,algorithm_label
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.4,44.664,0.061087,0.411691,44.9088,0.0,0.0,True,1.6,1,16.039,"{""h3-standard-88-1"":8}","{""h3-standard-88-1"":0.007785,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.061087,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""1d4f27e80a93c835"",""weighted_score"":0.061087,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]",40.0,PRISM-Cost
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.4,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,16.039,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.837901,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.061087,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""1d4f27e80a93c835"",""weighted_score"":1,""diversity_score"":0}]",40.0,PRISM-Time
heft_colocation,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.5,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,0.498,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}",[],50.0,HEFT com co-location
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.5,44.664,0.061085,0.411691,44.9088,0.0,0.0,True,2.0,1,15.554,"{""h3-standard-88-1"":8}","{""h3-standard-88-1"":0.007887,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""81d2fd677bc73825"",""weighted_score"":0.061085,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]",50.0,PRISM-Cost
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.5,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,15.554,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.837901,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""81d2fd677bc73825"",""weighted_score"":1,""diversity_score"":0}]",50.0,PRISM-Time
heft_colocation,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.6,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,0.449,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}",[],60.0,HEFT com co-location
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.6,44.664,0.061085,0.411691,44.9088,0.0,0.0,True,2.4,1,18.63,"{""h3-standard-88-1"":8}","{""h3-standard-88-1"":0.007989,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""165c875ae8757116"",""weighted_score"":0.061085,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.085558,""budget_violation"":0,""makespan"":39.218,""deadline_violation"":0,""machine_signature"":""61ff30981ff4e27f"",""weighted_score"":0.085558,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]",60.0,PRISM-Cost
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.6,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,18.63,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.837901,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.085558,""budget_violation"":0,""makespan"":39.218,""deadline_violation"":0,""machine_signature"":""61ff30981ff4e27f"",""weighted_score"":0.878067,""diversity_score"":0},{""rank"":3,""recommended"":false,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""165c875ae8757116"",""weighted_score"":1,""diversity_score"":0}]",60.0,PRISM-Time
heft_colocation,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.7,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,0.472,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}",[],70.0,HEFT com co-location
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.7,44.664,0.061085,0.411691,44.9088,0.0,0.0,True,2.8,1,16.84,"{""h3-standard-88-1"":8}","{""h3-standard-88-1"":0.008091,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""d9007453eab197cf"",""weighted_score"":0.061085,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]",70.0,PRISM-Cost
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.7,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,16.84,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.837901,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.061085,""budget_violation"":0,""makespan"":44.664,""deadline_violation"":0,""machine_signature"":""d9007453eab197cf"",""weighted_score"":1,""diversity_score"":0}]",70.0,PRISM-Time
heft_colocation,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.8,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,0.379,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}",[],80.0,HEFT com co-location
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.8,39.523,0.086224,0.411691,44.9088,0.0,0.0,True,1.223,1,15.265,"{""h4d-standard-192-1"":8}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0.002107}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.086224,""budget_violation"":0,""makespan"":39.523,""deadline_violation"":0,""machine_signature"":""6dc22458215467bd"",""weighted_score"":0.086224,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]",80.0,PRISM-Cost
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.8,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,15.265,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.946892,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.086224,""budget_violation"":0,""makespan"":39.523,""deadline_violation"":0,""machine_signature"":""6dc22458215467bd"",""weighted_score"":1,""diversity_score"":0}]",80.0,PRISM-Time
heft_colocation,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.9,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,0.397,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}",[],90.0,HEFT com co-location
prism_cc_cost,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.9,39.676,0.086558,0.411691,44.9088,0.0,0.0,True,1.376,1,17.085,"{""h4d-standard-192-1"":8}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0,""h4d-standard-192-1"":0.002119}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.086558,""budget_violation"":0,""makespan"":39.676,""deadline_violation"":0,""machine_signature"":""f852210c13ca9b85"",""weighted_score"":0.086558,""diversity_score"":0},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.343076,""diversity_score"":1.5}]",90.0,PRISM-Cost
prism_cc_time,real_network_stress_cloud_hetero,1,t0|t1|t5|t7,0.9,37.424,0.343076,0.411691,44.9088,0.0,0.0,True,0.001,0,17.085,"{""h4d-highmem-192-1"":4,""h4d-standard-192-1"":4}","{""h3-standard-88-1"":0,""h3-standard-88-2"":0,""h4d-highmem-192-1"":0.001116,""h4d-standard-192-1"":0.000939}","[{""rank"":1,""recommended"":true,""feasible"":true,""budget_used"":0.343076,""budget_violation"":0,""makespan"":37.424,""deadline_violation"":0,""machine_signature"":""d7091acddb704a6c"",""weighted_score"":0.94324,""diversity_score"":1.5},{""rank"":2,""recommended"":false,""feasible"":true,""budget_used"":0.086558,""budget_violation"":0,""makespan"":39.676,""deadline_violation"":0,""machine_signature"":""f852210c13ca9b85"",""weighted_score"":1,""diversity_score"":0}]",90.0,PRISM-Time
