source,target,data_mb,data_bytes,files
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence27id0001295,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence27id0000021,4.917386000,4917386,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.27.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence28id0001296,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence28id0000022,4.929059000,4929059,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.28.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence29id0001297,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence29id0000023,4.917397000,4917397,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.29.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence3id0001298,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence3id0000024,4.849488000,4849488,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.3.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence30id0001299,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence30id0000025,4.947536000,4947536,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.30.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence31id0001300,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence31id0000026,4.918912000,4918912,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.31.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence32id0001301,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence32id0000027,4.927993000,4927993,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.32.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence33id0001302,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence33id0000028,4.930195000,4930195,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.33.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence34id0001303,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence34id0000029,4.885623000,4885623,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.34.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence35id0001304,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence35id0000030,5.056160000,5056160,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.35.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence36id0001305,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence36id0000031,4.931671000,4931671,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.36.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence37id0001306,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence37id0000032,4.927431000,4927431,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.37.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence38id0001307,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence38id0000033,4.944094000,4944094,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.38.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence39id0001308,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence39id0000034,4.909280000,4909280,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.39.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence4id0001309,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence4id0000035,4.837838000,4837838,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.4.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence40id0001310,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence40id0000036,4.938330000,4938330,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.40.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence41id0001311,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence41id0000037,4.938494000,4938494,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.41.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence42id0001312,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence42id0000038,4.884121000,4884121,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.42.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence43id0001313,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence43id0000039,4.900161000,4900161,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.43.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence44id0001314,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence44id0000040,4.916191000,4916191,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.44.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence45id0001315,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence45id0000041,4.933611000,4933611,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.45.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence46id0001316,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence46id0000042,4.906273000,4906273,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.46.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence47id0001317,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence47id0000043,4.907968000,4907968,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.47.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence48id0001318,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence48id0000044,4.907155000,4907155,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.48.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence49id0001319,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence49id0000045,4.937763000,4937763,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.49.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence5id0001320,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence5id0000046,4.838688000,4838688,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.5.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence50id0001321,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence50id0000047,4.927050000,4927050,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.50.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence51id0001322,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence51id0000048,4.910629000,4910629,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.51.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence52id0001323,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence52id0000049,4.924191000,4924191,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.52.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence53id0001324,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence53id0000050,4.927447000,4927447,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.53.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence54id0001325,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence54id0000051,4.878188000,4878188,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.54.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence55id0001326,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence55id0000052,4.889295000,4889295,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.55.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence56id0001327,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence56id0000053,4.892643000,4892643,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.56.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence57id0001328,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence57id0000054,4.879545000,4879545,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.57.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence58id0001329,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence58id0000055,4.875267000,4875267,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.58.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence59id0001330,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence59id0000056,4.522580000,4522580,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.59.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence6id0001331,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence6id0000057,4.841838000,4841838,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.6.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence7id0001332,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence7id0000058,4.850316000,4850316,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.7.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence8id0001333,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence8id0000059,4.853652000,4853652,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.8.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s1sequence9id0001334,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence9id0000060,4.840372000,4840372,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence.9.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence1id0001335,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence1id0000061,4.792125000,4792125,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.1.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence10id0001336,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence10id0000062,4.831255000,4831255,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.10.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence11id0001337,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence11id0000063,4.823895000,4823895,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.11.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence12id0001338,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence12id0000064,4.845577000,4845577,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.12.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence13id0001339,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence13id0000065,4.830157000,4830157,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.13.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence14id0001340,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence14id0000066,4.833826000,4833826,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.14.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence15id0001341,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence15id0000067,4.800330000,4800330,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.15.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence16id0001342,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence16id0000068,4.808591000,4808591,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.16.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence17id0001343,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence17id0000069,4.813761000,4813761,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.17.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence18id0001344,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence18id0000070,4.815159000,4815159,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.18.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence19id0001345,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence19id0000071,4.813419000,4813419,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.19.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence2id0001346,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence2id0000072,4.790607000,4790607,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.2.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence20id0001347,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence20id0000073,4.815848000,4815848,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.20.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence21id0001348,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence21id0000074,4.824005000,4824005,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.21.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence22id0001349,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence22id0000075,4.884901000,4884901,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.22.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence23id0001350,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence23id0000076,4.876052000,4876052,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.23.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence24id0001351,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence24id0000077,4.875653000,4875653,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.24.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence25id0001352,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence25id0000078,4.869064000,4869064,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.25.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence26id0001353,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence26id0000079,4.915587000,4915587,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.26.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence27id0001354,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence27id0000080,4.879318000,4879318,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.27.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence28id0001355,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence28id0000081,4.894227000,4894227,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.28.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence29id0001356,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence29id0000082,4.904400000,4904400,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.29.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence3id0001357,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence3id0000083,4.796976000,4796976,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.3.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence30id0001358,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence30id0000084,4.907554000,4907554,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.30.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence31id0001359,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence31id0000085,4.892807000,4892807,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.31.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence32id0001360,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence32id0000086,4.890068000,4890068,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.32.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence33id0001361,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence33id0000087,4.916890000,4916890,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.33.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence34id0001362,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence34id0000088,4.930320000,4930320,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.34.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence35id0001363,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence35id0000089,4.916252000,4916252,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.35.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence36id0001364,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence36id0000090,4.913285000,4913285,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.36.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence37id0001365,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence37id0000091,4.896183000,4896183,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.37.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence38id0001366,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence38id0000092,4.913075000,4913075,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.38.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence39id0001367,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence39id0000093,4.936017000,4936017,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.39.nocontam.fq
sol2sangersol2sanger080603ilmn-ga0010003205wwaaxxtaq1s2sequence4id0001368,fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence4id0000094,4.825535000,4825535,080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence.4.nocontam.fq
