source,target,data_mb,data_bytes,files
bowtie2-buildid0000001,bowtie2id0000031,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000030,bowtie2id0000031,1245.043568000,1245043568,SRR3150521_1.fastq|SRR3150521_2.fastq
bowtie2-buildid0000001,bowtie2id0000033,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000032,bowtie2id0000033,2.096604000,2096604,SRR1103366_1.fastq|SRR1103366_2.fastq
bowtie2-buildid0000001,bowtie2id0000035,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000034,bowtie2id0000035,2.148984000,2148984,SRR1103622_1.fastq|SRR1103622_2.fastq
bowtie2-buildid0000001,bowtie2id0000037,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000036,bowtie2id0000037,1702.206848000,1702206848,SRR3177977_1.fastq|SRR3177977_2.fastq
bowtie2-buildid0000001,bowtie2id0000039,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000038,bowtie2id0000039,1499.190532000,1499190532,SRR1763667_1.fastq|SRR1763667_2.fastq
bowtie2-buildid0000001,bowtie2id0000041,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000040,bowtie2id0000041,801.527488000,801527488,SRR3136937_1.fastq|SRR3136937_2.fastq
bowtie2-buildid0000001,bowtie2id0000043,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000042,bowtie2id0000043,1801.644368000,1801644368,SRR3150339_1.fastq|SRR3150339_2.fastq
bowtie2-buildid0000001,bowtie2id0000045,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000044,bowtie2id0000045,993.940128000,993940128,SRR3151976_1.fastq|SRR3151976_2.fastq
bowtie2-buildid0000001,bowtie2id0000047,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000046,bowtie2id0000047,1192.922688000,1192922688,SRR3151969_1.fastq|SRR3151969_2.fastq
bowtie2-buildid0000001,bowtie2id0000049,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000048,bowtie2id0000049,2129.366468000,2129366468,SRR1922801_1.fastq|SRR1922801_2.fastq
bowtie2-buildid0000001,bowtie2id0000051,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000050,bowtie2id0000051,983.534208000,983534208,SRR3152043_1.fastq|SRR3152043_2.fastq
bowtie2-buildid0000001,bowtie2id0000053,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000052,bowtie2id0000053,1923.873460000,1923873460,SRR1922805_1.fastq|SRR1922805_2.fastq
bowtie2-buildid0000001,bowtie2id0000055,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000054,bowtie2id0000055,1211.940056000,1211940056,SRR1763632_1.fastq|SRR1763632_2.fastq
bowtie2-buildid0000001,bowtie2id0000057,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000056,bowtie2id0000057,98.852556000,98852556,SRR2006801_1.fastq|SRR2006801_2.fastq
bowtie2-buildid0000001,bowtie2id0000059,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000058,bowtie2id0000059,1627.747008000,1627747008,SRR3152077_1.fastq|SRR3152077_2.fastq
bowtie2-buildid0000001,bowtie2id0000061,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000060,bowtie2id0000061,1821.560028000,1821560028,SRR1917732_1.fastq|SRR1917732_2.fastq
bowtie2-buildid0000001,bowtie2id0000063,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000062,bowtie2id0000063,3016.290940000,3016290940,SRR1518629_1.fastq|SRR1518629_2.fastq
bowtie2-buildid0000001,bowtie2id0000065,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000064,bowtie2id0000065,2072.503488000,2072503488,SRR3150357_1.fastq|SRR3150357_2.fastq
bowtie2-buildid0000001,bowtie2id0000067,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000066,bowtie2id0000067,1035.958048000,1035958048,SRR3150532_1.fastq|SRR3150532_2.fastq
bowtie2-buildid0000001,bowtie2id0000069,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000068,bowtie2id0000069,1390.146848000,1390146848,SRR3150504_1.fastq|SRR3150504_2.fastq
bowtie2-buildid0000001,bowtie2id0000071,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000070,bowtie2id0000071,1612.714368000,1612714368,SRR3177786_1.fastq|SRR3177786_2.fastq
bowtie2-buildid0000001,bowtie2id0000073,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000072,bowtie2id0000073,2224.883948000,2224883948,SRR1922817_1.fastq|SRR1922817_2.fastq
bowtie2-buildid0000001,bowtie2id0000075,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000074,bowtie2id0000075,559.883568000,559883568,SRR3150856_1.fastq|SRR3150856_2.fastq
bowtie2-buildid0000001,bowtie2id0000077,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000076,bowtie2id0000077,1329.636048000,1329636048,SRR3150385_1.fastq|SRR3150385_2.fastq
bowtie2-buildid0000001,bowtie2id0000079,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000078,bowtie2id0000079,662.799808000,662799808,SRR3150549_1.fastq|SRR3150549_2.fastq
bowtie2-buildid0000001,bowtie2id0000081,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000080,bowtie2id0000081,2074.973088000,2074973088,SRR3177874_1.fastq|SRR3177874_2.fastq
bowtie2-buildid0000001,bowtie2id0000083,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000082,bowtie2id0000083,1286.110048000,1286110048,SRR3150404_1.fastq|SRR3150404_2.fastq
bowtie2-buildid0000001,bowtie2id0000085,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000084,bowtie2id0000085,1012.283860000,1012283860,SRR2095925_1.fastq|SRR2095925_2.fastq
bowtie2-buildid0000001,bowtie2id0000087,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000086,bowtie2id0000087,109.025624000,109025624,SRR1518974_1.fastq|SRR1518974_2.fastq
bowtie2-buildid0000001,bowtie2id0000089,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000088,bowtie2id0000089,1307.303248000,1307303248,SRR3177864_1.fastq|SRR3177864_2.fastq
bowtie2-buildid0000001,bowtie2id0000091,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000090,bowtie2id0000091,1695.162048000,1695162048,SRR3150389_1.fastq|SRR3150389_2.fastq
bowtie2-buildid0000001,bowtie2id0000093,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000092,bowtie2id0000093,2600.208604000,2600208604,SRR1518451_1.fastq|SRR1518451_2.fastq
bowtie2-buildid0000001,bowtie2id0000095,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000094,bowtie2id0000095,1226.919728000,1226919728,SRR3148169_1.fastq|SRR3148169_2.fastq
bowtie2-buildid0000001,bowtie2id0000097,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000096,bowtie2id0000097,1569.522128000,1569522128,SRR3150435_1.fastq|SRR3150435_2.fastq
bowtie2-buildid0000001,bowtie2id0000099,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000098,bowtie2id0000099,131.645132000,131645132,SRR1518994_1.fastq|SRR1518994_2.fastq
bowtie2-buildid0000001,bowtie2id0000101,8.526566000,8526566,reference.1.bt2|reference.2.bt2|reference.3.bt2|reference.4.bt2|reference.rev.1.bt2|reference.rev.2.bt2
fasterq-dumpid0000100,bowtie2id0000101,1120.583008000,1120583008,SRR3177853_1.fastq|SRR3177853_2.fastq
bowtie2id0000003,mergeid0000102,0.000340000,340,SRR3177817.bam|SRR3177817.bam.bai
bowtie2id0000005,mergeid0000102,0.000340000,340,SRR3150813.bam|SRR3150813.bam.bai
bowtie2id0000007,mergeid0000102,0.000340000,340,SRR3152125.bam|SRR3152125.bam.bai
bowtie2id0000009,mergeid0000102,0.000340000,340,SRR1521488.bam|SRR1521488.bam.bai
bowtie2id0000011,mergeid0000102,0.000340000,340,SRR1518960.bam|SRR1518960.bam.bai
bowtie2id0000013,mergeid0000102,0.000340000,340,SRR1919631.bam|SRR1919631.bam.bai
bowtie2id0000015,mergeid0000102,0.000340000,340,SRR1518573.bam|SRR1518573.bam.bai
bowtie2id0000017,mergeid0000102,0.000340000,340,SRR3150514.bam|SRR3150514.bam.bai
bowtie2id0000019,mergeid0000102,0.000340000,340,SRR3150513.bam|SRR3150513.bam.bai
bowtie2id0000021,mergeid0000102,0.000340000,340,SRR3152124.bam|SRR3152124.bam.bai
bowtie2id0000023,mergeid0000102,0.000341000,341,SRR3150548.bam|SRR3150548.bam.bai
bowtie2id0000025,mergeid0000102,0.000340000,340,SRR3177980.bam|SRR3177980.bam.bai
bowtie2id0000027,mergeid0000102,0.000340000,340,SRR3152056.bam|SRR3152056.bam.bai
bowtie2id0000029,mergeid0000102,0.000340000,340,SRR3152098.bam|SRR3152098.bam.bai
bowtie2id0000031,mergeid0000102,0.000340000,340,SRR3150521.bam|SRR3150521.bam.bai
bowtie2id0000033,mergeid0000102,0.000340000,340,SRR1103366.bam|SRR1103366.bam.bai
bowtie2id0000035,mergeid0000102,0.000340000,340,SRR1103622.bam|SRR1103622.bam.bai
bowtie2id0000037,mergeid0000102,0.000340000,340,SRR3177977.bam|SRR3177977.bam.bai
bowtie2id0000039,mergeid0000102,0.000340000,340,SRR1763667.bam|SRR1763667.bam.bai
bowtie2id0000041,mergeid0000102,0.000340000,340,SRR3136937.bam|SRR3136937.bam.bai
bowtie2id0000043,mergeid0000102,0.000340000,340,SRR3150339.bam|SRR3150339.bam.bai
bowtie2id0000045,mergeid0000102,0.000340000,340,SRR3151976.bam|SRR3151976.bam.bai
bowtie2id0000047,mergeid0000102,0.000340000,340,SRR3151969.bam|SRR3151969.bam.bai
bowtie2id0000049,mergeid0000102,0.000340000,340,SRR1922801.bam|SRR1922801.bam.bai
bowtie2id0000051,mergeid0000102,0.000340000,340,SRR3152043.bam|SRR3152043.bam.bai
bowtie2id0000053,mergeid0000103,0.000340000,340,SRR1922805.bam|SRR1922805.bam.bai
bowtie2id0000055,mergeid0000103,0.000340000,340,SRR1763632.bam|SRR1763632.bam.bai
bowtie2id0000057,mergeid0000103,0.000340000,340,SRR2006801.bam|SRR2006801.bam.bai
bowtie2id0000059,mergeid0000103,0.000340000,340,SRR3152077.bam|SRR3152077.bam.bai
bowtie2id0000061,mergeid0000103,0.000340000,340,SRR1917732.bam|SRR1917732.bam.bai
bowtie2id0000063,mergeid0000103,0.000340000,340,SRR1518629.bam|SRR1518629.bam.bai
bowtie2id0000065,mergeid0000103,0.000340000,340,SRR3150357.bam|SRR3150357.bam.bai
bowtie2id0000067,mergeid0000103,0.000340000,340,SRR3150532.bam|SRR3150532.bam.bai
bowtie2id0000069,mergeid0000103,0.000340000,340,SRR3150504.bam|SRR3150504.bam.bai
bowtie2id0000071,mergeid0000103,0.000341000,341,SRR3177786.bam|SRR3177786.bam.bai
bowtie2id0000073,mergeid0000103,0.000340000,340,SRR1922817.bam|SRR1922817.bam.bai
bowtie2id0000075,mergeid0000103,0.000341000,341,SRR3150856.bam|SRR3150856.bam.bai
bowtie2id0000077,mergeid0000103,0.000340000,340,SRR3150385.bam|SRR3150385.bam.bai
bowtie2id0000079,mergeid0000103,0.000340000,340,SRR3150549.bam|SRR3150549.bam.bai
bowtie2id0000081,mergeid0000103,0.000341000,341,SRR3177874.bam|SRR3177874.bam.bai
bowtie2id0000083,mergeid0000103,0.000340000,340,SRR3150404.bam|SRR3150404.bam.bai
bowtie2id0000085,mergeid0000103,0.000340000,340,SRR2095925.bam|SRR2095925.bam.bai
bowtie2id0000087,mergeid0000103,0.000340000,340,SRR1518974.bam|SRR1518974.bam.bai
bowtie2id0000089,mergeid0000103,0.000341000,341,SRR3177864.bam|SRR3177864.bam.bai
bowtie2id0000091,mergeid0000103,0.000340000,340,SRR3150389.bam|SRR3150389.bam.bai
bowtie2id0000093,mergeid0000103,0.000340000,340,SRR1518451.bam|SRR1518451.bam.bai
bowtie2id0000095,mergeid0000103,0.000341000,341,SRR3148169.bam|SRR3148169.bam.bai
bowtie2id0000097,mergeid0000103,0.000340000,340,SRR3150435.bam|SRR3150435.bam.bai
bowtie2id0000099,mergeid0000103,0.000340000,340,SRR1518994.bam|SRR1518994.bam.bai
bowtie2id0000101,mergeid0000103,0.000340000,340,SRR3177853.bam|SRR3177853.bam.bai
mergeid0000102,mergeid0000104,0.005318000,5318,results-l1-j1.tar.gz
mergeid0000103,mergeid0000104,0.005793000,5793,results-l1-j2.tar.gz
