activity_id,stage,source_machine,source_cores,source_speed_mhz,source_peak_gflops,c3d_reference_gflops,source_speedup_vs_c3d,observed_runtime_seconds,et0_c3d_seconds,avg_cpu_percent
fasterq-dumpid0000058,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,1269.645000,2198.794295,2.6975
bowtie2id0000059,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,53.209000,92.148314,122.3308
fasterq-dumpid0000060,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,1995.433000,3455.727150,1.4632
bowtie2id0000061,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,53.242000,92.205464,118.5342
fasterq-dumpid0000062,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,2159.272000,3739.466509,1.969
bowtie2id0000063,bowtie2,worker-3,48,1396,536.064000,422.400000,1.269090909,89.707000,113.846338,116.4435
fasterq-dumpid0000064,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,2268.480000,3928.594909,2.0678
bowtie2id0000065,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,77.317000,133.898986,115.5761
fasterq-dumpid0000066,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,1708.485000,2958.785386,1.4845
bowtie2id0000067,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,38.515000,66.700977,109.5339
fasterq-dumpid0000068,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,2140.662000,3707.237373,1.6069
bowtie2id0000069,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,53.364000,92.416745,110.9418
fasterq-dumpid0000070,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,2366.283000,4097.971923,1.709
bowtie2id0000071,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,58.706000,101.668118,114.6544
fasterq-dumpid0000072,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,2646.122000,4582.602191,1.4443
bowtie2id0000073,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,66.901000,115.860368,117.2823
fasterq-dumpid0000074,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,808.133000,1399.539423,1.6437
bowtie2id0000075,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,26.459000,45.822177,88.4047
fasterq-dumpid0000076,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,2148.734000,3721.216609,1.5746
bowtie2id0000077,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,44.417000,76.922168,121.5976
fasterq-dumpid0000078,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,1033.475000,1789.790795,1.56
bowtie2id0000079,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,26.330000,45.598773,107.4972
fasterq-dumpid0000080,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,1274.753000,1617.777444,3.4254
bowtie2id0000081,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,71.487000,123.802486,121.4389
fasterq-dumpid0000082,fasterq-dump,worker-4,48,1200,460.800000,422.400000,1.090909091,249.945000,272.667273,13.1617
bowtie2id0000083,bowtie2,worker-3,48,1396,536.064000,422.400000,1.269090909,49.668000,63.033207,104.6791
fasterq-dumpid0000084,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,909.236000,1153.903142,1.6634
bowtie2id0000085,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,34.067000,58.997850,104.9109
fasterq-dumpid0000086,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,226.195000,287.062018,1.2458
bowtie2id0000087,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,6.013000,10.413423,58.1573
fasterq-dumpid0000088,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,1095.671000,1390.506105,2.6062
bowtie2id0000089,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,49.538000,85.790809,110.8038
fasterq-dumpid0000090,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,1969.765000,2499.810855,2.0354
bowtie2id0000091,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,62.148000,107.629036,116.6297
fasterq-dumpid0000092,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,1543.434000,1958.758058,2.5778
bowtie2id0000093,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,109.094000,188.930973,84.1641
fasterq-dumpid0000094,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,1341.093000,1701.968935,2.1549
bowtie2id0000095,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,46.047000,79.745032,110.5957
fasterq-dumpid0000096,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,1668.866000,2117.942669,2.2082
bowtie2id0000097,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,57.150000,98.973409,115.3998
fasterq-dumpid0000098,fasterq-dump,worker-3,48,1396,536.064000,422.400000,1.269090909,257.395000,326.657655,1.2968
bowtie2id0000099,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,7.440000,12.884727,57.621
fasterq-dumpid0000100,fasterq-dump,worker-2,48,1905,731.520000,422.400000,1.731818182,1628.244000,2819.822564,1.679
bowtie2id0000101,bowtie2,worker-2,48,1905,731.520000,422.400000,1.731818182,40.908000,70.845218,112.599
mergeid0000102,merge,worker-2,48,1905,731.520000,422.400000,1.731818182,0.298000,0.516082,115.4362
mergeid0000103,merge,worker-2,48,1905,731.520000,422.400000,1.731818182,0.293000,0.507423,115.6997
mergeid0000104,merge,worker-2,48,1905,731.520000,422.400000,1.731818182,0.049000,0.084859,108.1633
