activity_id,stage,source_machine,source_cores,source_speed_mhz,source_peak_gflops,c3d_reference_gflops,source_speedup_vs_c3d,observed_runtime_seconds,et0_c3d_seconds,avg_cpu_percent
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence39id0000034,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,2.354000,2.728500,10.2379
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence4id0000035,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,3.121000,3.430263,7.7539
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence40id0000036,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,3.651000,3.982909,7.0666
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence41id0000037,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.201000,0.219273,100.4975
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence42id0000038,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,1.444000,1.587087,16.1357
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence43id0000039,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,1.889000,2.060727,13.5521
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence44id0000040,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,1.836000,2.002909,12.037
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence45id0000041,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,2.670000,3.094773,8.9888
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence46id0000042,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,4.496000,4.904727,5.9164
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence47id0000043,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,2.581000,2.991614,10.6548
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence48id0000044,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.250000,0.272727,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence49id0000045,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,1.271000,1.396945,20.6137
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence5id0000046,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,5.835000,6.413195,4.4045
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence50id0000047,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,2.251000,2.455636,10.0844
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence51id0000048,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.852000,2.020364,12.689
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence52id0000049,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,3.863000,4.214182,5.7727
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence53id0000050,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,3.079000,3.384101,8.087
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence54id0000051,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,2.348000,2.721545,10.3492
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence55id0000052,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,3.885000,4.238182,6.7439
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence56id0000053,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,1.732000,1.889455,16.0508
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence57id0000054,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,1.900000,2.202273,14.8947
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence58id0000055,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,2.667000,2.931275,8.9989
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence59id0000056,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,3.220000,3.512727,5.8696
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence6id0000057,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,3.216000,3.508364,8.0846
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence7id0000058,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,3.382000,3.920045,7.4512
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence8id0000059,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,2.090000,2.280000,11.5311
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s1sequence9id0000060,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,2.240000,2.443636,10.0893
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence1id0000061,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.401000,0.437455,53.8653
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence10id0000062,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.254000,0.277091,100.3937
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence11id0000063,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.305000,0.335223,85.9016
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence12id0000064,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.183000,1.290545,23.1615
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence13id0000065,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.854000,0.989864,30.3279
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence14id0000066,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.916000,1.061727,24.1266
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence15id0000067,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.247000,0.269455,100.4049
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence16id0000068,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.262000,0.285818,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence17id0000069,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.571000,1.713818,15.2769
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence18id0000070,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.414000,0.479864,58.4541
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence19id0000071,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,0.578000,0.630545,43.7716
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence2id0000072,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,0.868000,0.946909,27.1889
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence20id0000073,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.273000,0.297818,100.3663
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence21id0000074,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.527000,0.574909,52.7514
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence22id0000075,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.374000,0.408000,70.5882
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence23id0000076,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.313000,0.341455,88.1789
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence24id0000077,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.242000,0.264000,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence25id0000078,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.980000,1.069091,25.5102
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence26id0000079,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.321000,0.350182,73.8318
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence27id0000080,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.474000,0.517091,54.4304
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence28id0000081,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.264000,0.288000,100.3788
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence29id0000082,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.332000,0.362182,84.0361
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence3id0000083,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.955000,1.106932,23.3508
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence30id0000084,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.270000,0.294545,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence31id0000085,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.696000,0.806727,34.0517
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence32id0000086,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.370000,1.494545,19.4161
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence33id0000087,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.652000,1.802182,14.9516
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence34id0000088,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.259000,0.282545,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence35id0000089,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.352000,0.386880,73.8636
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence36id0000090,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.312000,1.431273,21.9512
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence37id0000091,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.616000,0.672000,39.4481
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence38id0000092,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.246000,0.268364,89.0244
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence39id0000093,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.511000,1.648364,15.8173
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence4id0000094,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,0.891000,0.972000,26.936
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence40id0000095,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.264000,0.290160,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence41id0000096,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.237000,0.260485,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence42id0000097,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.255000,0.280268,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence43id0000098,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.332000,1.453091,19.8198
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence44id0000099,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.250000,0.272727,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence45id0000100,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,0.872000,0.951273,27.5229
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence46id0000101,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.241000,0.262909,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence47id0000102,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,1.417000,1.642432,15.4552
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence48id0000103,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,1.042000,1.207773,22.9367
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence49id0000104,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.256000,0.281367,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence5id0000105,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.188000,1.296000,22.5589
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence50id0000106,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,2.859000,3.118909,8.0797
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence51id0000107,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.305000,1.423636,17.3946
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence52id0000108,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.240000,0.261818,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence53id0000109,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.248000,0.272575,100.4032
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence54id0000110,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.249000,0.273674,100.4016
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence55id0000111,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.690000,0.752727,41.7391
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence56id0000112,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,0.836000,0.912000,27.1531
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence57id0000113,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.742000,0.860045,34.3666
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence58id0000114,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.235000,0.256364,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence59id0000115,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,1.805000,1.969091,13.0748
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence6id0000116,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.334000,0.364364,67.0659
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence60id0000117,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,3.680000,4.014545,6.3859
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence61id0000118,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.578000,0.630545,48.4429
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence62id0000119,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,1.065000,1.234432,22.8169
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence63id0000120,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.259000,0.282545,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence64id0000121,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.245000,0.267273,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence65id0000122,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,0.896000,1.038545,28.5714
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence66id0000123,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.299000,0.326182,72.9097
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence67id0000124,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.258000,0.281455,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence68id0000125,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.174000,0.189818,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence7id0000126,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.363000,0.396000,63.0854
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence8id0000127,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.558000,0.608727,40.8602
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s2sequence9id0000128,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,0.251000,0.275872,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence1id0000129,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,5.468000,5.965091,5.0293
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence10id0000130,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,2.464000,2.688000,9.7403
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence11id0000131,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.202000,0.220364,100.0
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence12id0000132,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,3.859000,4.241392,5.675
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence13id0000133,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,2.717000,2.964000,9.2749
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence14id0000134,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,2.735000,3.170114,9.6527
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence15id0000135,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,2.874000,3.135273,7.7592
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence16id0000136,fast2bfq,compute-6,48,1200,460.800000,422.400000,1.090909091,0.283000,0.308727,73.1449
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence17id0000137,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,1.771000,2.052750,13.0435
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence18id0000138,fast2bfq,compute-7,48,1275,489.600000,422.400000,1.159090909,3.016000,3.495818,7.5928
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence19id0000139,fast2bfq,compute-4,48,1209,464.256000,422.400000,1.099090909,2.125000,2.335568,11.5294
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence2id0000140,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,2.446000,2.668364,9.0352
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence20id0000141,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,2.658000,2.899636,9.067
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence21id0000142,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,5.256000,5.733818,4.5662
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence22id0000143,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,2.110000,2.301818,12.2749
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence23id0000144,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,4.312000,4.704000,5.4499
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence24id0000145,fast2bfq,compute-3,48,1200,460.800000,422.400000,1.090909091,5.182000,5.653091,4.7665
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence25id0000146,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,1.267000,1.382182,19.4949
fast2bfqfast2bfq080603ilmn-ga0010003205wwaaxxtaq1s3sequence26id0000147,fast2bfq,compute-5,48,1200,460.800000,422.400000,1.090909091,0.474000,0.517091,51.0549
